articleID:ID(Article)	title
345	Effective Data Communication Based on Social Community in Social Opportunistic Networks.
346	PCI Planning Based on Binary Quadratic Programming in LTE/LTE-A Networks.
347	Improving Energy-Efficiency for Resource Allocation by Relay-Aided In-Band D2D Communications in C-RAN-Based Systems.
348	3D Neuromorphic Wireless Power Transfer and Energy Transmission Based Synaptic Plasticity.
349	Decentralized Trust Evaluation in Vehicular Internet of Things.
350	Automatic Determination of Vertical Cup-to-Disc Ratio in Retinal Fundus Images for Glaucoma Screening.
351	SDN-Based End-to-End Fragment-Aware Routing for Elastic Data Flows in LEO Satellite-Terrestrial Network.
352	Indoor Localization Using Visible Light via Two-Layer Fusion Network.
353	Radar HRRP Target Recognition Based on Deep One-Dimensional Residual-Inception Network.
354	A Pipeline Neural Network for Low-Light Image Enhancement.
355	Nonlinear Dynamic Surface Control for the Underactuated Translational Oscillator With Rotating Actuator System.
356	Exploring Risk Factors With Crashes by Collision Type at Freeway Diverge Areas - Accounting for Unobserved Heterogeneity.
357	Psychological Gender Express via Mobile Social Network Activities - An Experimental Study on a Gay Network Data.
358	A Novel Miniaturized Planar Ultra-Wideband Antenna.
359	Frequency Selection Approach for Energy Aware Cloud Database.
360	Cold Start Recommendation Based on Attribute-Fused Singular Value Decomposition.
361	Energy Optimization Algorithms for MIMO-OFDM Based Downlink C-RAN System.
362	Fuzzy TOPSIS Approaches for Assessing the Intelligence Level of IoT-Based Tourist Attractions.
363	A Single Attention-Based Combination of CNN and RNN for Relation Classification.
364	On-Line Monitoring of Partial Discharge of Less-Oil Immersed Electric Equipment Based on Pressure and UHF.
365	Performance of OnPrem Versus Azure SQL Server - A Case Study.
366	Machine Learning Model for Adaptive Modulation of Multi-Stream in MIMO-OFDM System.
367	An Integrated Methodology for Big Data Classification and Security for Improving Cloud Systems Data Mobility.
368	3D Simulation Modeling of UAV-to-Car Communications.
369	Fast Generation of Collision-Free Trajectories for Robot Swarms Using GPU Acceleration.
370	Enhancement of the Duty Cycle Cooperative Medium Access Control for Wireless Body Area Networks.
371	Green Coexistence for 5G Waveform Candidates - A Review.
372	Dynamically Tunable Scattering Manipulation of Dielectric and Conducting Cylinders Using Nanostructured Graphene Metasurfaces.
373	Multi-Label Learning With Label Specific Features Using Correlation Information.
374	Multi-Objective Migrating Birds Optimization Algorithm for Stochastic Lot-Streaming Flow Shop Scheduling With Blocking.
375	An Efficient Lucas Sequence-Based Batch Auditing Scheme for the Internet of Medical Things.
376	Enhanced Deep Networks for Short-Term and Medium-Term Load Forecasting.
377	General Reentry Trajectory Planning Method Based on Improved Maneuver Coefficient.
378	Underdetermined Source Separation of Bearing Faults Based on Optimized Intrinsic Characteristic-Scale Decomposition and Local Non-Negative Matrix Factorization.
379	DeepStar - Detecting Starring Characters in Movies.
380	Asymmetric Loss Functions and Deep Densely-Connected Networks for Highly-Imbalanced Medical Image Segmentation - Application to Multiple Sclerosis Lesion Detection.
381	Guaranteed Performance of Nonlinear Attitude Filters on the Special Orthogonal Group SO(3).
382	Centroid Vectoring for Attitude Control of Floating Base Robots - From Maritime to Aerial Applications.
383	Cache Aware User Association for Wireless Heterogeneous Networks.
384	Testbed Evaluation of Real-Time Route Guidance in Inter-Vehicular Communication Urban Networks.
385	Recent Advances in 3D Data Acquisition and Processing by Time-of-Flight Camera.
386	Self-Organizing Approximation Command Filtered Backstepping Control for Higher Order SISO Systems in Internet of Things.
387	Adaptive Covariance Feedback Cubature Kalman Filtering for Continuous-Discrete Bearings-Only Tracking System.
388	STANN - A Spatio-Temporal Attentive Neural Network for Traffic Prediction.
389	Reinvestigation of Single-Phase FLLs.
390	Distributed LT Codes With Improved Error Floor Performance.
391	Industries Return and Volatility Spillover in Chinese Stock Market - An Early Warning Signal of Systemic Risk.
392	Collaborative Additional Variational Autoencoder for Top-N Recommender Systems.
393	A New Algorithm for Blood Flow Measurement Based on the Doppler Flow Spectrogram.
394	Measurement Data Fusion Based on Optimized Weighted Least-Squares Algorithm for Multi-Target Tracking.
395	Dynamic Evolution Analysis of Metro Network Connectivity and Bottleneck Identification - From the Perspective of Individual Cognition.
396	Double Layer Distributed Process Monitoring Based on Hierarchical Multi-Block Decomposition.
397	Provable Data Integrity of Cloud Storage Service With Enhanced Security in the Internet of Things.
398	Learning to Style-Aware Bayesian Personalized Ranking for Visual Recommendation.
399	A Modified Gravitational Search Algorithm for Function Optimization.
400	A Modified Deep Convolutional Neural Network for Abnormal Brain Image Classification.
401	Review of Applications of Fuzzy Logic in Multi-Agent-Based Control System of AC-DC Hybrid Microgrid.
402	Novel Multi-Material 3-Dimensional Low-Temperature Co-Fired Ceramic Base.
403	Spectrum Occupancy Reconstruction in Distributed Cognitive Radio Networks Using Deep Learning.
404	Collaborative Coexistence Management Scheme for Industrial Wireless Sensor Networks.
405	Application of Big Data and Machine Learning in Smart Grid, and Associated Security Concerns - A Review.
406	Fuzzy Sliding Mode Control for Systems With Matched and Mismatched Uncertainties/Disturbances Based on ENDOB.
407	Stability of Switched Time-Delay Systems via Mode-Dependent Average Dwell Time Switching.
408	Deep Hierarchical Network With Line Segment Learning for Quantitative Analysis of Facial Palsy.
409	Random Drift Modeling and Compensation for MEMS-Based Gyroscopes and Its Application in Handwriting Trajectory Reconstruction.
410	Direction of Arrival Estimation for Uniform Circular Array via &quot;Virtual Two-Dimensional Source Impinging on Virtual Multiple UCAs Equivalently&quot; in the Presence of Gain-Phase Errors.
411	Improved Alpha-Guided Grey Wolf Optimizer.
412	Periodic Charging for Wireless Sensor Networks With Multiple Portable Chargers.
413	Green Energy Powered Cognitive Sensor Network With Cooperative Sensing.
414	Minimizing Geo-Distributed Interactive Service Cost With Multiple Cloud Service Providers.
415	Multiple Time Scales Analysis for Identifying Congestive Heart Failure Based on Heart Rate Variability.
416	Passive Earth Pressures on Retaining Walls for Pit-in-Pit Excavations.
417	Decentralized Real-Time Estimation and Tracking for Unknown Ground Moving Target Using UAVs.
418	Joint CoMP Transmission for UAV-Aided Cognitive Satellite Terrestrial Networks.
419	Image Encryption Using Josephus Problem and Filtering Diffusion.
420	KST - Executable Formal Semantics of IEC 61131-3 Structured Text for Verification.
421	Incorporating Importance Sampling in EM Learning for Sequence Detection in SPAD Underwater OWC.
422	Rolling Bearing Performance Degradation Assessment Based on Convolutional Sparse Combination Learning.
423	Root Cause Analysis of Traffic Anomalies Using Uneven Diffusion Model.
424	Parameter Estimation of Delay-Doppler Underwater Acoustic Multi-Path Channel Based on Iterative Fractional Fourier Transform.
425	Energy-Angle Domain Initial Access and Beam Tracking in Millimeter Wave V2X Communications.
426	Innovative Human-Like Dual Robotic Hand Mechatronic Design and its Chess-Playing Experiment.
427	On the Capacity of a Two-Hop Half-Duplex Relay Channel With a Markovian Constrained Relay.
428	Research on Image Smoothing Diffusion Model With Gradient and Curvature Features.
429	Frequency Hopping and Parallel Driving With Random Delay Especially Suitable for the Charger Noise Problem in Mutual-Capacitive Touch Applications.
430	Learning Robust Embedding Representation With Hybrid Loss for Classification and Verification.
431	Multi-Objective Optimization Control of Distributed Electric Drive Vehicles Based on Optimal Torque Distribution.
432	Minimum Neighborhood of Alternating Group Graphs.
433	Deep Decoupling Convolutional Neural Network for Intelligent Compound Fault Diagnosis.
434	Brain Image Segmentation Based on FCM Clustering Algorithm and Rough Set.
435	An Autonomous Developmental Cognitive Architecture Based on Incremental Associative Neural Network With Dynamic Audiovisual Fusion.
436	Ground-Based Radar Detection for High-Speed Maneuvering Target via Fast Discrete Chirp-Fourier Transform.
437	Stochastic Security Assessment for Power Systems With High Renewable Energy Penetration Considering Frequency Regulation.
438	An Adaptive Mechanism for Recommendation Algorithm Ensemble.
439	Unsupervised Learning-Based Fast Beamforming Design for Downlink MIMO.
440	RBFNN-Based Adaptive Sliding Mode Control Design for Nonlinear Bilateral Teleoperation System Under Time-Varying Delays.
441	Texture Feature Extraction Methods - A Survey.
442	Analysis of Facebook Interaction as Basis for Synthetic Expanded Social Graph Generation.
443	A New Bearing Fault Diagnosis Method Based on Fine-to-Coarse Multiscale Permutation Entropy, Laplacian Score and SVM.
444	A New Recommendation Approach Based on Probabilistic Soft Clustering Methods - A Scientific Documentation Case Study.
445	Applying Bayesian Network Approach to Determine the Association Between Morphological Features Extracted from Prostate Cancer Images.
446	Impact of Uncertainties on Resilient Operation of Microgrids - A Data-Driven Approach.
447	Spectral Efficient Spatial Modulation Techniques.
448	Locally Statistical Dual-Mode Background Subtraction Approach.
449	Ontology-Based Personalized Course Recommendation Framework.
450	A Prediction Approach for Stock Market Volatility Based on Time Series Data.
451	Geometrical Variation&apos;s Influence on the Effects of Stimulation May be Important in the Conventional and Multi-Array tDCS-Comparison of Electrical Fields Computed.
452	DQ-Voltage Droop Control and Robust Secondary Restoration With Eligibility to Operate During Communication Failure in Autonomous Microgrid.
453	A Hybrid Framework for Sentiment Analysis Using Genetic Algorithm Based Feature Reduction.
454	A Pattern-Based Academic Reviewer Recommendation Combining Author-Paper and Diversity Metrics.
455	ICT in Higher Education - An Exploration of Practices in Malaysian Universities.
456	An Overview on Concept Drift Learning.
457	In-Band Full-Duplex Relay-Assisted Millimeter-Wave System Design.
458	Evolutionary 4G/5G Network Architecture Assisted Efficient Handover Signaling.
459	Evolutionary Optimization Using Equitable Fuzzy Sorting Genetic Algorithm (EFSGA).
460	Modulation Options for OFDM-Based Waveforms - Classification, Comparison, and Future Directions.
461	Feature Learning and Analysis for Cleanliness Classification in Restrooms.
462	Utilizing Multiple-Access Communication to Realize FNN Computation in Wireless Networks.
463	Time-Energy Optimal Trajectory Planning for Variable Stiffness Actuated Robot.
464	Speech Enhancement Based on Dictionary Learning and Low-Rank Matrix Decomposition.
465	Retrieval of Ionospheric Faraday Rotation Angle in Low-Frequency Polarimetric SAR Data.
466	EEG Processing in Internet of Medical Things Using Non-Harmonic Analysis - Application and Evolution for SSVEP Responses.
467	Cross-Tier Dual-Connectivity Designs of Three-Tier Hetnets With Decoupled Uplink/Downlink and Global Coverage Performance Evaluation.
468	Category Theory-Based Mobile User Interface Pattern Recommendation Method.
469	A Rotating Machinery Fault Diagnosis Method Based on Feature Learning of Thermal Images.
470	High-Gain Fabry-Perot Antennas With Wideband Low Monostatic RCS Using Phase Gradient Metasurface.
471	Research on Scene Understanding-Based Encrypted Image Retrieval Algorithm.
472	Joint Multiple Sources Localization Using TOA Measurements Based on Lagrange Programming Neural Network.
