:START_ID(Author)	corresponding_author	:END_ID(Article)
Ngoc Dat Dao	Yes	222
Dong-Choon Lee	No	222
Sangmin Lee	No	222
Salama Nagy Daoud	Yes	223
Mohamed I. Daoud	Yes	224
Ahmed A. Elserougi	No	224
Ahmed M. Massoud	No	224
Radu Bojoi	No	224
Ayman S. Abdel-Khalik	No	224
Shehab Ahmed	No	224
Walid Darwish	Yes	225
Wenbin Li	No	225
Shengjun Tang	No	225
Bo Wu 0004	No	225
Wu Chen 0001	No	225
Ranjan Das	Yes	226
Qingfeng Zhang	No	226
Abhishek Kandwal	No	226
Haiwen Liu	No	226
Mahdi Debouza	Yes	227
Ahmed Al-Durra	No	227
C. Dechsupa	Yes	228
Wiwat Vatanawood	No	228
Arthit Thongtak	No	228
Jason L. Deglint	Yes	229
Chao Jin	No	229
Angela Chao	No	229
Alexander Wong	No	229
Ruben Delgado-Escano	Yes	230
Francisco M. Castro	No	230
Julián Ramos Cózar	No	230
Manuel J. Marín-Jiménez	No	230
Nicolás Guil Mata	No	230
Yiqin Deng	Yes	231
Zhigang Chen	No	231
Xin Yao 0002	No	231
Shahzad Hassan	No	231
Jia Wu	No	231
Jia Deng	Yes	232
Gaoyang Pang	No	232
Zhiyu Zhang	No	232
Zhibo Pang	No	232
Huayong Yang	No	232
Geng Yang	No	232
Gang Deng	Yes	233
Jiajiao Shi	No	233
Gaofeng Nie	No	233
Zhaolong Huang	No	233
Said A. Deraz	Yes	234
Haitham Z. Azazi	No	234
Mohamed S. Zaky	No	234
Mohamed K. Metwaly	No	234
Mohammed E. Dessouki	No	234
K. Dheeraj	Yes	235
Jeevamma Jacob	No	235
M. P. Nandakumar	No	235
Konstantinos Diamantis	Yes	236
Tom Anderson	No	236
Jørgen Arendt Jensen	No	236
Paul A. Dalgarno	No	236
Vassilis Sboros	No	236
Xianbang Diao	Yes	237
Jianchao Zheng	No	237
Yuan Wu	No	237
Yueming Cai	No	237
Ikram Ud Din	Yes	238
Mohsen Guizani	No	238
Suhaidi Hassan	No	238
Byung-Seo Kim	No	238
Muhammad Khurram Khan	No	238
Mohammed Atiquzzaman	No	238
Syed Hassan Ahmed	No	238
Hasan Dinçer	Yes	239
Serhat Yüksel	No	239
Runwei Ding	Yes	240
Qinqin He	No	240
Hong Liu 0008	No	240
Mengyuan Liu	No	240
Qingfeng Ding	Yes	241
Yichong Lian	No	241
Xueying Ding	Yes	242
Haitao Li 0001	No	242
Xiaodong Li	No	242
Weiwei Sun	No	242
Yuan Ding	Yes	243
Yingbao Yang	No	243
Changbin Wu	No	243
Hua Shao	No	243
Hao Li	No	243
Bingxiao Ding	Yes	244
Zhi-Xin Yang	No	244
Xiao Xiao	No	244
Geng Zhang	No	244
Ngoc-Thanh Dinh	Yes	245
Younghan Kim	No	245
Youcef Djenouri	Yes	246
Asma Belhadi	No	246
Jerry Chun-Wei Lin	No	246
Alberto Cano 0001	No	246
Youcef Djenouri	Yes	247
Asma Belhadi	No	247
Jerry Chun-Wei Lin	No	247
Djamel Djenouri	No	247
Alberto Cano 0001	No	247
Slobodan Djukanovic	Yes	248
Vesna Popovic-Bugarin	No	248
Trong-Hop Do	Yes	249
Myungsik Yoo	No	249
Srinivas Doddipalli	Yes	250
Ashwin Kothari	No	250
Zaopeng Dong	Yes	251
Tao Bao	No	251
Mao Zheng	No	251
Xin Yang	No	251
Lifei Song	No	251
Yunsheng Mao	No	251
Yunyun Dong	Yes	252
Yufeng Chen	No	252
Shaoyong Li	No	252
Mohammed A. El-Meligy	No	252
Mohamed Sharaf	No	252
Quande Dong	Yes	253
Xianwei Li	No	253
Huihui Dong	Yes	254
Wenping Ma 0001	No	254
Yue Wu 0004	No	254
Maoguo Gong	No	254
Licheng Jiao	No	254
Qingxiang Dong	Yes	255
Yongle Wu	No	255
Yana Zheng	No	255
Weimin Wang 0008	No	255
Yuanan Liu	No	255
Wenqian Dong	Yes	256
Song Xiao	No	256
Xiao Xue	No	256
Jiahui Qu	No	256
Chen Dong	Yes	257
Yin Ye	No	257
Ximeng Liu	No	257
Yang Yang 0026	No	257
Wenzhong Guo	No	257
Pingping Dong	Yes	258
Wenjun Yang	No	258
Kaiping Xue	No	258
Wensheng Tang	No	258
Kai Gao	No	258
Jiawei Huang	No	258
Martin Drlík	Yes	259
Michal Munk	No	259
Liang Du	Yes	260
Jiamao Li	No	260
Xiaoqing Ye	No	260
Xiaolin Zhang	No	260
Heng Du	Yes	261
Zhongbao Wang	No	261
Yaxiong Wang	No	261
Hui Huang	No	261
Meng Du	Yes	262
Hongyi Yin	No	262
Xiaoyan Chen	No	262
Xinqiang Wang	No	262
Jianping Du	Yes	263
Hongyi Yu	No	263
Ding Wang 0003	No	263
Dalong Zhang	No	263
Guangyi Liu	No	263
Yansong Duan	Yes	264
Jianan He	No	264
Yihui Lu	No	264
Ximei Yu	No	264
Xintao Duan	Yes	265
Kai Jia	No	265
Baoxia Li	No	265
Daidou Guo	No	265
En Zhang	No	265
Chuan Qin	No	265
Nini Duan	Yes	266
Meng Wang	No	266
Gongxiang Wang	No	266
Ping Yu	No	266
Ming Deng	No	266
Xiancheng Li	No	266
Nattapong Duangrit	Yes	267
Binbin Hong	No	267
Andrew D. Burnett	No	267
Prayoot Akkaraekthalin	No	267
Ian D. Robertson	No	267
Nutapong Somjit	No	267
Amit Krishna Dwivedi	Yes	268
Syed Anas Imtiaz	No	268
Esther Rodríguez-Villegas	No	268
Ashutosh Dhar Dwivedi	Yes	269
Pawel Morawiecki	No	269
Gautam Srivastava	No	269
Monther M. Elaish	Yes	270
Norjihan Abdul Ghani	No	270
Nor Liyana Mohd Shuib	No	270
Ahmed Al-Haiqi	No	270
André Listou Ellefsen	Yes	271
Emil Bjorlykhaug	No	271
Vilmar Æsøy	No	271
Houxiang Zhang	No	271
Joseph Enguehard	Yes	272
Peter O&apos;Halloran	No	272
Ali Gholipour	No	272
Pablo Escobedo	Yes	273
Miguel A. Carvajal	No	273
Jesus Banqueri	No	273
Antonio Martínez-Olmos	No	273
Luis F. Capitán-Vallvey	No	273
Alberto J. Palma	No	273
Sung-Jong Eun	Yes	274
Eun-Young Jung	No	274
D. K. Park	No	274
Jung-Yoon Kim	No	274
Grigory Evropeytsev	Yes	275
Saúl E. Pomares Hernández	No	275
Jose Roberto Perez Cruz	No	275
Lil María Rodríguez-Henríquez	No	275
Eduardo López Domínguez	No	275
Saeed Fakhte	Yes	276
Ladislau Matekovits	No	276
Iman Aryanian	No	276
Yu Fan	Yes	277
Mohamed-Chaker Larabi	No	277
Faouzi Alaya Cheikh	No	277
Christine Fernandez-Maloigne	No	277
Mengying Fan	Yes	278
Jie Luo	No	278
Le Li	No	278
Dong Feng Huang	No	278
Yinwei Zhan	No	278
Rong Song	No	278
Linhui Fan	Yes	279
Bo Tang 0002	No	279
Zhongrui Huang	No	279
Qiuxi Jiang	No	279
Lixing Fan	Yes	280
Qi Wang	No	280
Yongming Huang	No	280
Luxi Yang	No	280
Tao Fang	Yes	281
Weiquan Huang	No	281
Li Luo	No	281
Yaqi Fang	Yes	282
Linong Wang	No	282
Rui Li	No	282
Bin Song	No	282
Bin Xiao	No	282
Kai Liu	No	282
Weidong Fang	Yes	283
Ming Xu	No	283
Chunsheng Zhu	No	283
Weili Han	No	283
Wuxiong Zhang	No	283
Joel J. P. C. Rodrigues	No	283
Chao Fang 0001	Yes	284
Haipeng Yao	No	284
Zhuwei Wang	No	284
Pengbo Si	No	284
Yixin Chen	No	284
Xiaodong Wang	No	284
F. Richard Yu	No	284
Osama S. Faragallah	Yes	285
Mohammed A. Alzain	No	285
Hala S. El-sayed	No	285
Jehad F. Al-Amri	No	285
Walid El Shafai	No	285
Ashraf Afifi	No	285
Ensherah A. Naeem	No	285
Ben Soh	No	285
Shoorangiz Shams Shamsabad Farahani	Yes	286
Siavash Fakhimi Derakhshan	No	286
Araf Farayez	Yes	287
Mamun Bin Ibne Reaz	No	287
Norhana Arsad	No	287
Hikmat Farhat	Yes	288
Salar Fattahi	Yes	289
Richard Y. Zhang	No	289
Somayeh Sojoudi	No	289
Luca Felicetti	Yes	290
Mauro Femminella	No	290
Gianluca Reali	No	290
Botao Feng	Yes	291
Kwok L. Chung	No	291
Jiexin Lai	No	291
Qingsheng Zeng	No	291
Wei Feng 0011	Yes	292
Yigang He	No	292
Hongmin Li	No	292
Chun-Lai Li	No	292
Peijun Feng	Yes	293
Qingbao Li	No	293
Ping Zhang	No	293
Zhifeng Chen	No	293
Zhibin Feng	Yes	294
Guochun Ren	No	294
Jin Chen	No	294
Xiaobo Zhang	No	294
Yijie Luo	No	294
Meng Wang	No	294
Yuhua Xu	No	294
Caixia Feng	Yes	295
Taixia Shi	No	295
Lihong Wang	No	295
Wei Feng	Yes	296
Yongxin Xu	No	296
Xiaorong Xu	No	296
Mingxiong Zhao	No	296
Yingbiao Yao	No	296
Li Feng 0003	Yes	297
Qinghai Yang	No	297
Kyehyun Kim	No	297
Kyung Sup Kwak	No	297
Giuseppe Fenza	Yes	298
Mariacristina Gallo	No	298
Vincenzo Loia	No	298
Claudio Fiandrino	Yes	299
Nicholas Allio	No	299
Dzmitry Kliazovich	No	299
Paolo Giaccone	No	299
Pascal Bouvry	No	299
Felipe A. P. de Figueiredo	Yes	300
Fabbryccio A. C. M. Cardoso	No	300
Ingrid Moerman	No	300
Gustavo Fraidenraich	No	300
Gabriel Filios	Yes	301
Adelina Madhja	No	301
Sotiris E. Nikoletseas	No	301
Christoforos Raptopoulos	No	301
Seyyed Hamed Fouladi	Yes	302
Ilangko Balasingham	No	302
Paula Fraga-Lamas	Yes	303
Tiago M. Fernández-Caramés	No	303
Zhang-Hua Fu	Yes	304
Si-Bo Chen	No	304
Yi-Fei Ming	No	304
Yong-Quan Chen	No	304
Xiangjing Lai	No	304
Hui Fu	Yes	305
Bin Wu	No	305
Yanhua Shao	No	305
Hongying Zhang	No	305
Mingyu Fu	Yes	306
Taiqi Wang	No	306
Chenglong Wang	No	306
Xiao Fu	Yes	307
Rui Yang	No	307
Xiaojiang Du	No	307
Bin Luo 0003	No	307
Mohsen Guizani	No	307
Yonggui Fu	Yes	308
Jianming Zhu	No	308
Yuichiro Fujimoto	Yes	309
Kinya Fujita	No	309
Mauro Gaggero	Yes	310
Donato Di Paola	No	310
Antonio Petitti	No	310
Luca Caviglione	No	310
Aritz Arrate Galán	Yes	311
José González Cabañas	No	311
Ángel Cuevas	No	311
María Calderón	No	311
Rubén Cuevas Rumín	No	311
Hengyi Gan	Yes	312
M. Haris Bin Md Khir	No	312
Gunawan Witjaksono Bin Djaswadi	No	312
Nordin Bin Ramli	No	312
Yangzhou Gan	Yes	313
Jing Xiong	No	313
Qunfei Zhao	No	313
Zeyang Xia	No	313
Zhenhua Gan	Yes	314
Fumin Zou	No	314
Nianyin Zeng	No	314
Baoping Xiong	No	314
Lyu-Chao Liao	No	314
Han Li	No	314
Xin Luo 0001	No	314
Min Du	No	314
Yuxuan Gao	Yes	315
Yueping Du	No	315
Bingzhen Sun	No	315
Haiming Liang	No	315
Shanshan Gao	Yes	316
Ningning Guo	No	316
Mingli Zhang	No	316
Jing Chi	No	316
Caiming Zhang	No	316
Zhentao Gao	Yes	317
Jie Li	No	317
Jixiang Guo	No	317
Yuanyuan Chen	No	317
Zhang Yi 0001	No	317
Jie Zhong	No	317
Yali Gao	Yes	318
Xiaoyong Li 0003	No	318
Jirui Li	No	318
Yunquan Gao	No	318
Philip S. Yu	No	318
Jiwei Gao	Yes	319
Sen Zhang	No	319
Zhumu Fu	No	319
Lipeng Gao	Yes	320
Xiaoli Zhang	No	320
Jingpeng Gao	No	320
Shixun You	No	320
Lijun Gao	Yes	321
Lu Zhang	No	321
Feng Lin	No	321
Maode Ma	No	321
Xiaodong Gao	Yes	322
Ling Zhang	No	322
Xianglin Mou	No	322
Iván García-Magariño	Yes	323
Franks González-Landero	No	323
Rebecca Amariglio	No	323
Jaime Lloret	No	323
Jan Garcia-Morales	Yes	324
Guillem Femenias	No	324
Felip Riera-Palou	No	324
Hongwei Ge	Yes	325
Weiting Sun	No	325
Mingde Zhao	No	325
Yao Yao	No	325
Chao Ge	Yes	326
Zheng Wang 0013	No	326
Xiaofei Zhang	No	326
Martin Geiger	Yes	327
Christian Waldschmidt	No	327
Alireza Ghaffari	Yes	328
Mathieu Léonardon	No	328
Adrien Cassagne	No	328
Camille Leroux	No	328
Yvon Savaria	No	328
Hakim Ghazzai	Yes	329
Abdullah Kadri	No	329
Mahdi Ben Ghorbel	No	329
Hamid Menouar	No	329
Yehia Massoud	No	329
Manuel Gil	Yes	330
Reem El Sherif	No	330
Manon Pluye	No	330
Benjamin C. M. Fung	No	330
Roland M. Grad	No	330
Pierre Pluye	No	330
Ines Goicoechea-Telleria	Yes	331
Kiyoshi Kiyokawa	No	331
Judith Liu-Jimenez	No	331
Raul Sánchez-Reillo	No	331
Roberto Gómez-García	Yes	332
José Maria Muñoz-Ferreras	No	332
Jesus Jimenez-Campillo	No	332
Federico Branca-Roncati	No	332
Petronilo Martin-Iglesias	No	332
Linming Gong	Yes	333
Mingming Wang	No	333
Xiangjian Zuo	No	333
Shundong Li	No	333
Daoshun Wang	No	333
Wenyong Gong	Yes	334
Weihong Xu	No	334
Leqin Wu	No	334
Xiaohua Xie	No	334
Zhanglin Cheng	No	334
Siqian Gong	Yes	335
Bei-Bei Yin	No	335
Zheng Zheng 0001	No	335
Kai-Yuan Cai	No	335
Prinolan Govender	Yes	336
Absalom E. Ezugwu	No	336
Simone Grimaldi	Yes	337
Aamir Mahmood	No	337
Mikael Gidlund	No	337
Giambattista Gruosso	Yes	338
Giancarlo Storti Gajani	No	338
Zheng Zhang 0005	No	338
Luca Daniel	No	338
Paolo Maffezzoni	No	338
Qinghua Gu	Yes	339
Song Jiang	No	339
Minjie Lian	No	339
Caiwu Lu	No	339
Lichen Gu	Yes	340
Bin Yang	No	340
Zhi Gu	Yes	341
Zhengchun Zhou	No	341
Yang Yang	No	341
Avik Ranjan Adhikary	No	341
Xiaolun Cai	No	341
Zhitao Guan	Yes	342
Xueyan Liu	No	342
Hongyin Diao	No	342
Xiaojiang Du	No	342
Zijian Zhang	No	342
Linping Su	No	342
Shaoya Guan	Yes	343
Cai Meng	No	343
Yi Xie	No	343
Qi Wang	No	343
Kai Sun	No	343
Tianmiao Wang	No	343
Di Guan	Yes	344
Kai Niu	No	344
Chao Dong 0002	No	344
Ping Zhang	No	344
Peiyuan Guan	Yes	345
Jia Wu	No	345
Jihong Gui	Yes	346
Zhipeng Jiang	No	346
Suixiang Gao	No	346
Jinsong Gui	Yes	347
Zeming Li	No	347
Zhiwen Zeng	No	347
Burhan Gulbahar	Yes	348
Siri Guleng	Yes	349
Celimuge Wu	No	349
Xianfu Chen	No	349
Xiaoyan Wang 0003	No	349
Tsutomu Yoshinaga	No	349
Yusheng Ji	No	349
Jiapan Guo	Yes	350
George Azzopardi	No	350
Chenyu Shi	No	350
Nomdo M. Jansonius	No	350
Nicolai Petkov	No	350
Qize Guo	Yes	351
Rentao Gu	No	351
Tao Dong	No	351
Jie Yin	No	351
Zhihui Liu	No	351
Lin Bai	No	351
Yuefeng Ji	No	351
Xiansheng Guo	Yes	352
Fangzi Hu	No	352
Nkrow Raphael Elikplim	No	352
Lin Li	No	352
Chen Guo	Yes	353
You He	No	353
Haipeng Wang	No	353
Tao Jian	No	353
Shun Sun	No	353
Yanhui Guo	Yes	354
Xue Ke	No	354
Jie Ma	No	354
Jun Zhang	No	354
Weiping Guo	Yes	355
Diantong Liu	No	355
Yanyong Guo	Yes	356
Zhibin Li	No	356
Pan Liu	No	356
Yao Wu	No	356
Ziyu Guo	Yes	357
Shijun Liu	No	357
Li Pan	No	357
Shanqing Guo	No	357
Tingting Niu	No	357
Lu Guo	Yes	358
Ming Min	No	358
Wenquan Che	No	358
Wanchen Yang	No	358
Chaopeng Guo	Yes	359
Jean-Marc Pierson	No	359
Hui Liu 0012	No	359
Jie Song 0001	No	359
Xing Guo	Yes	360
Shi-Chao Yin	No	360
Yi-Wen Zhang	No	360
Wei Li	No	360
Qiang He 0001	No	360
Ruohong Guo	Yes	361
Pengcheng Zhu	No	361
Jiamin Li	No	361
Dongming Wang	No	361
Xiaohu You	No	361
Xudong Guo	Yes	362
Tao Zeng	No	362
Yuxuan Wang	No	362
Jie Zhang	No	362
Xiaoyu Guo	Yes	363
Hui Zhang	No	363
Haijun Yang	No	363
Lianyuan Xu	No	363
Zhiwen Ye	No	363
Zhang Guozhi	Yes	364
Xiaoxing Zhang	No	364
He Xingrong	No	364
Yin Jia	No	364
Ju Tang	No	364
Zhang Yue	No	364
Tian Yuan	No	364
Long Zhenze	No	364
Robert Györödi	Yes	365
Marius Iulian Pavel	No	365
Cornelia Györödi	No	365
Doina Zmaranda	No	365
Chang-Bin Ha	Yes	366
Young-Hwan You	No	366
Hyoung-Kyu Song	No	366
Ismail Hababeh	Yes	367
Ammar Gharaibeh	No	367
Samer Nofal	No	367
Issa Khalil	No	367
Seilendria A. Hadiwardoyo	Yes	368
Carlos T. Calafate	No	368
Juan-Carlos Cano	No	368
Yusheng Ji	No	368
Enrique Hernández-Orallo	No	368
Pietro Manzoni	No	368
Michael Hamer	Yes	369
Lino Widmer	No	369
Raffaello D&apos;Andrea	No	369
Dalal A. Hammood	Yes	370
Hasliza A. Rahim	No	370
R. Badlishah Ahmad	No	370
Ahmed Alkhayyat	No	370
Mohammad Ezanni Mat Salleh	No	370
Mohamedfareq Abdulmalek	No	370
Muzammil Jusoh	No	370
Qammer H. Abbasi	No	370
Ahmed Hammoodi	Yes	371
Lukman Audah	No	371
Montadar Abas Taher	No	371
Zahra Hamzavi-Zarghani	Yes	372
Alireza Yahaghi	No	372
Ladislau Matekovits	No	372
Huirui Han	Yes	373
Mengxing Huang	No	373
Yu Zhang	No	373
Xiaogang Yang	No	373
Wenlong Feng	No	373
Yuyan Han	Yes	374
Jun-Qing Li	No	374
Dunwei Gong	No	374
Hongyan Sang	No	374
Jing Han	Yes	375
Yanping Li	No	375
Jianqing Liu	No	375
Minghao Zhao	No	375
Lingyi Han	Yes	376
Yuexing Peng	No	376
Yonghui Li 0001	No	376
Binbin Yong	No	376
Qingguo Zhou	No	376
Lei Shu 0001	No	376
Qiao Hao	Yes	377
Sun Peng	No	377
Li Xinguo	No	377
Yansong Hao	Yes	378
Liuyang Song	No	378
Mengyang Wang	No	378
Lingli Cui	No	378
Huaqing Wang	No	378
Ijaz Ul Haq	Yes	379
Khan Muhammad	No	379
Amin Ullah	No	379
Sung Wook Baik	No	379
Seyed Raein Hashemi	Yes	380
Seyed Sadegh Mohseni Salehi	No	380
Deniz Erdogmus	No	380
Sanjay P. Prabhu	No	380
Simon K. Warfield	No	380
Ali Gholipour	No	380
Hashim A. Hashim	Yes	381
Lyndon J. Brown	No	381
Kenneth A. McIsaac	No	381
Tomislav Haus	Yes	382
Matko Orsag	No	382
Alberto Perez Nunez	No	382
Stjepan Bogdan	No	382
Daniel M. Lofaro	No	382
Rim Haw	Yes	383
S. M. Ahsan Kazmi	No	383
Kyi Thar	No	383
Md. Golam Rabiul Alam	No	383
Choong Seon Hong	No	383
Yaser E. Hawas	Yes	384
Gokulnath Thandavarayan	No	384
Basil Basheerudeen	No	384
Mohammad Sherif Mohammad	No	384
Yu He	Yes	385
Shengyong Chen	No	385
Qiusheng He	Yes	386
Wei Chen 0036	No	386
Haitao Wang	No	386
Qingsong Hu	No	386
Tongfeng Sun	No	386
Chaogang Tang	No	386
Renke He	Yes	387
Shuxin Chen	No	387
Hao Wu	No	387
Han Xu	No	387
Kun Chen	No	387
Jing Liu	No	387
Zhixiang He	Yes	388
Chi-Yin Chow	No	388
Jia-Dong Zhang	No	388
Xiuqiang He	Yes	389
Hua Geng	No	389
Geng Yang	No	389
Jiguang He	Yes	390
Iqbal Hussain	No	390
Yong Li 0023	No	390
Markku J. Juntti	No	390
Tad Matsumoto	No	390
Feng He	Yes	391
Zhifeng Liu	No	391
Sicen Chen	No	391
Ming He	Yes	392
Qian Meng	No	392
Shaozong Zhang	No	392
Qizhao He	Yes	393
Hu Peng	No	393
Zhihui Han	No	393
Chichao Zheng	No	393
Yadan Wang	No	393
Xinxin He	Yes	394
Tao Wang	No	394
Wei Liu	No	394
Tao Luo	No	394
Yuxin He	Yes	395
Zhongzhi Xu	No	395
Yang Zhao	No	395
Kwok-Leung Tsui	No	395
Yuchen He	Yes	396
Jiusun Zeng	No	396
Jialing He	Yes	397
Zijian Zhang	No	397
Meng Li 0006	No	397
Liehuang Zhu	No	397
Jingjing Hu	No	397
Ming He	Yes	398
Shaozong Zhang	No	398
Qian Meng	No	398
Shoushuai He	Yes	399
Lei Zhu	No	399
Lei Wang 0012	No	399
Lu Yu	No	399
Changhua Yao	No	399
D. Jude Hemanth	Yes	400
J. Anitha	No	400
Antoanela Náaji	No	400
Oana Geman	No	400
Daniela Elena Popescu	No	400
Le Hoang Son	No	400
H. W. D. Hettiarachchi	Yes	401
K. T. M. U. Hemapala	No	401
A. G. Buddhika P. Jayasekara	No	401
Takahiro Hirao	Yes	402
Shu Hamada	No	402
Mduduzi C. Hlophe	Yes	403
Sunil B. T. Maharaj	No	403
Seung Ho Hong	Yes	404
Junnan Sun	No	404
Mengmeng Yu	No	404
Xiongfeng Zhang	No	404
Aidong Xu	No	404
Eklas Hossain	Yes	405
Imtiaj Khan	No	405
Fuad Un-Noor	No	405
Sarder Shazali Sikander	No	405
Md. Samiul H. Sunny	No	405
Limin Hou	Yes	406
Wenhao Li	No	406
Hesong Shen	No	406
Taochang Li	No	406
Linlin Hou	Yes	407
Guangdeng Zong	No	407
Gee-Sern Jison Hsu	Yes	408
Jiunn-Horng Kang	No	408
Wen-Fong Huang	No	408
Yu-Liang Hsu	Yes	409
Jeen-Shing Wang	No	409
Weiwei Hu	Yes	410
Pin Hu	Yes	411
Siyi Chen	No	411
Huixian Huang	No	411
Guangyan Zhang	No	411
Lian Liu	No	411
Menglan Hu	Yes	412
Ziyi Chen	No	412
Kai Peng	No	412
Xiaoqiang Ma	No	412
Pan Zhou	No	412
Jiangchuan Liu	No	412
Hang Hu 0001	Yes	413
Xinyu Da	No	413
Lei Ni	No	413
Yangchao Huang	No	413
Hang Zhang	No	413
Fei Hu	Yes	414
Qingchun Liu	No	414
Jiahong Wu	No	414
Jianguo Yao	No	414
Baiyang Hu	Yes	415
Shoushui Wei	No	415
Dingwen Wei	No	415
Lina Zhao	No	415
Guohun Zhu	No	415
Chengyu Liu 0001	No	415
Hui Hu	Yes	416
Mengqi Yang	No	416
Peiyuan Lin	No	416
Xingli Lin	No	416
Chaofang Hu	Yes	417
Zelong Zhang	No	417
Ye Tao	No	417
Na Wang	No	417
Meng Hua	Yes	418
Yi Wang 0032	No	418
Min Lin	No	418
Chunguo Li	No	418
Yongming Huang	No	418
Luxi Yang	No	418
Zhongyun Hua	Yes	419
Binxuan Xu	No	419
Fan Jin	No	419
Hejiao Huang	No	419
Yanhong Huang	Yes	420
Xiangxing Bu	No	420
Gang Zhu	No	420
Xin Ye	No	420
Xiaoran Zhu	No	420
Jianqi Shi	No	420
Nuo Huang	Yes	421
Ming Chen	No	421
Wei Xu 0001	No	421
Jin-Yuan Wang	No	421
Wenyi Huang	Yes	422
Junsheng Cheng	No	422
Yu Yang	No	422
Guang-Li Huang	Yes	423
Ke Deng	No	423
Yongli Ren	No	423
Jianxin Li	No	423
Shuxia Huang	Yes	424
Shiliang Fang	No	424
Ning Han	No	424
Sai Huang	Yes	425
Yicheng Gao	No	425
Wenjun Xu	No	425
Yue Gao	No	425
Zhiyong Feng	No	425
Ming-Bao Huang	Yes	426
Han-Pang Huang	No	426
Linyun Huang	Yes	427
Yi Hong 0001	No	427
Dan Huang	Yes	428
Yueming Hu	No	428
Shih-Lun Huang	Yes	429
Sheng-Yi Hung	No	429
Chung-Ping Chen	No	429
Haozhi Huang	Yes	430
Yanyan Liang	No	430
Juhua Huang	Yes	431
Yingkang Liu	No	431
Mingchun Liu	No	431
Ming Cao	No	431
Qihao Yan	No	431
Yanze Huang	Yes	432
Limei Lin	No	432
Dajin Wang	No	432
Li Xu 0002	No	432
Ruyi Huang	Yes	433
Yixiao Liao	No	433
Shaohui Zhang	No	433
Weihua Li 0004	No	433
Hong Huang	Yes	434
Fanzhi Meng	No	434
Zhou Shaohua	No	434
Feng Jiang 0001	No	434
Gunasekaran Manogaran	No	434
Ke Huang	Yes	435
Xin Ma 0001	No	435
Rui Song 0002	No	435
Xuewen Rong	No	435
Xincheng Tian	No	435
Yibin Li	No	435
Xiang Huang 0003	Yes	436
Shiyang Tang	No	436
Linrang Zhang	No	436
Shengyuan Li	No	436
Yu Huang	Yes	437
Qingshan Xu	No	437
Sajjad Abedi	No	437
Tong Zhang	No	437
Xianqiang Jiang	No	437
Guang Lin	No	437
Qi Huang	Yes	438
Yuan-Yuan Xu	No	438
Yong Chen	No	438
Heng-Ru Zhang	No	438
Fan Min	No	438
Hao Huang	Yes	439
Wenchao Xia	No	439
Jian Xiong	No	439
Jie Yang	No	439
Gan Zheng	No	439
Xiaomei Zhu	No	439
Fanghao Huang	Yes	440
Wei Zhang	No	440
Zheng Chen 0004	No	440
Jianzhong Tang	No	440
Wei Song 0008	No	440
Shiqiang Zhu	No	440
Anne Humeau-Heurtier	Yes	441
Luka Humski	Yes	442
Damir Pintar	No	442
Mihaela Vranic	No	442
Zhiqiang Huo	Yes	443
Yu Zhang	No	443
Lei Shu 0001	No	443
Michael Gallimore	No	443
Remigio Hurtado	Yes	444
Jesús Bobadilla	No	444
Rodolfo Bojorque	No	444
Fernando Ortega 0001	No	444
Xin Li 0033	No	444
Lal Hussain	Yes	445
Amjad Ali	No	445
Saima Rathore	No	445
Sharjil Saeed	No	445
Adnan Idris	No	445
Muhammad Usama Usman	No	445
Muhammad Aksam Iftikhar	No	445
Doug Young Suh	No	445
Akhtar Hussain	Yes	446
Anastasios Oulis Rousis	No	446
Ioannis Konstantelos	No	446
Goran Strbac	No	446
Jinhong Jeon	No	446
Hak-Man Kim	No	446
Hany S. Hussein	Yes	447
Mohamed Elsayed	No	447
Usama Sayed Mohamed	No	447
Hamada Esmaiel	No	447
Ehab Mahmoud Mohamed	No	447
Thien Huynh-The	Yes	448
Cam-Hao Hua	No	448
Nguyen Anh Tu	No	448
Dong-Seong Kim	No	448
Mohammed Essmat Ibrahim	Yes	449
Yanyan Yang	No	449
David L. Ndzi	No	449
Guangguang Yang	No	449
Murtadha Al-Maliki	No	449
Sheikh Mohammad Idrees	Yes	450
M. Afshar Alam	No	450
Parul Agarwal	No	450
Cheolki Im	Yes	451
Hyeon Seo	No	451
Sung Chan Jun	No	451
Rasool M. Imran	Yes	452
Shaorong Wang	No	452
Firas M. F. Flaih	No	452
Farkhund Iqbal	Yes	453
Jahanzeb Maqbool Hashmi	No	453
Benjamin C. M. Fung	No	453
Rabia Batool	No	453
Asad Masood Khattak	No	453
Saiqa Aleem	No	453
Patrick C. K. Hung	No	453
Musa Ibrahim M. Ishag	Yes	454
Kwang-Ho Park	No	454
Jong Yun Lee	No	454
Keun Ho Ryu	No	454
A. Y. M. Atiquil Islam	Yes	455
Magdalena Mo Ching Mok	No	455
Xiaoqing Gu	No	455
Jonathan Michael Spector	No	455
Chin Hai Leng	No	455
Adriana S. Iwashita	Yes	456
João Paulo Papa	No	456
Deepa Jagyasi	Yes	457
P. Ubaidulla	No	457
Akshay Jain	Yes	458
Elena López-Aguilera	No	458
Ilker Demirkol	No	458
Prashant K. Jamwal	Yes	459
Beibit Abdikenov	No	459
Shahid Hussain	No	459
Ahmad M. Jaradat	Yes	460
Jehad M. Hamamreh	No	460
Hüseyin Arslan	No	460
Lahiru Jayasinghe	Yes	461
