:START_ID(Author)	:END_ID(Article)
Steve Sprague	19186
Xiang Guo	12194
Babu Chalamala	11336
Sven Horn	19919
M. Mahdi Ghazaei Ardakani	4287
Huu-Nhan Nguyen	8284
Jae Jin Jeong	7829
Wei Wang 0054	15559
Levy Ely de Lacerda de Oliveira	8545
Candice Howarth	10201
Ming-Fu Hung	10394
Jaeseung Lee	14186
Michael D. Collins	14289
Ruijie Xu	9270
Yanya Ruan	16402
Matheus Gadelha	2190
Alberto Izquierdo-Fuente	4337
Kazunori Iwata	8318
Dachuan Li	2048
Frank K. Tittel	8407
Mox Cheng	8435
Thurmon E. Lockhart	16073
Sung Woo Cho	16782
Satya Ranjan Das	5651
Luis Moreno 0001	11572
Heng-I Chi	1761
Karol Gugala	13261
Jian Jiang	4722
Mohamed Al-Fandi	18021
Ki-Hyun Kim	2250
Yong Woo Choi	9562
Jonas Plum	5129
Leon Sell	9599
Nawar Jawad	11876
Guoying Miao	1761
Sadegh Mansouri Moghaddam	276
Xuesong Wang	11703
Zhumu Fu	18590
Lu Yan	11867
Wei Su	7783
Michael Weeks	1038
Farrikh Alzami	12181
Xin Liu 0022	12578
Yulin He	7675
Joseph S. Krupa	15152
Brendan Aengenheister	5067
Jifan Hu	351
Sunjae Park	10959
Bongsu Kim	12470
Massimo Manghisoni	10413
Fei Chu	8820
Alexander G. Mirnig	3651
Jasmin Aghassi-Hagmann	15460
Valerio Tramutoli	8517
Indra Narayan Kar	4584
Gregor Dolanc	4714
Hee Yong Youn	15270
Fiona Corke	19258
Cathy Ennis	6816
Kazuaki Yamaguchi	2913
Antonio Moreno	6666
Chen Qu	17701
Jean-Pierre Rostaing	12947
Homei Miyashita	14656
Christian Reinbacher	5178
Rasmus M. Petersen	13214
Mohammad Haseeb Zafar	9886
Richard W. Gould Jr.	7175
Valeria Belikova	12510
Jason Castle	13826
Elena Braverman	18180
Jaap H. van Dieën	15948
Sungchul Choi	7633
Fatemeh Hamidi-Sepehr	19127
Myungjoon Choi	5515
Luiz C. G. Freitas	9513
Siyuan Zhang	17154
Oguz Turan Buruk	17796
Lea Terracini	12962
Do Sinh	1991
Georgios Petkos	6702
Prashant Nalini Vasudevan	17670
Jie Hua	6865
Axel Nothnagel	4247
Guilherme Gindri Pereira	5968
Prashant K. Jamwal	14168
Mohammad Alkhatani	4318
Jari Honkanen	17049
O-Joun Lee	11143
Nunzio Cennamo	18754
Baogang Miao	14612
Mridu Sinha	11251
Sabyasachi Mondal	8735
Jeffrey M. Galloway	14438
Daniel Tweed	9341
Ziguang Lu	8611
Hongbo Shi	14260
Alwin Poulose	18921
Florian Bernard	12320
Ana Bertha Rios-Alvarado	12657
Marcel Lambertus Cornelis de Laat	13114
Jalal Amini	17262
Huangqiu Zhu	15072
David Nuyttens	11343
Jianping Li	15314
Huiqun Yu	15395
Hazlie Mokhlis	17416
Hallvard Trætteberg	73
Yin Chun Chan	13052
Ming Tao	13114
Tasneem Darwish	301
Fatemeh Alimardani	18661
Dale Patterson	17292
Derek Bradley	16835
Naoji Shiroma	8096
Hany F. ElYamany	13170
Daniel Broyles	1917
S. M. Nahian Al Sunny	19358
Yunfei Long	11027
James R. Coyle	8158
Jonathan F. Holzman	14566
Bhumika Kalavadia	8195
Anne Guérin	2059
Xian-Qing Chen	9410
Yanyan Cai	17398
Jian-Xin Xu 0001	4120
Ali M. H. Kadhim	10100
Arumugam Nallanathan	12910
Rachael Born	19423
Weifeng Gao	7896
Yann Schoenenberger	4078
Sung-Yun Park	12285
Zeeshan Ali Khan	14251
Paolo Rapisarda	15487
Adrian Hazzard	18831
Xinpeng Zhang	12091
Guy Pujolle	393
Libo Li	10722
Riccardo Brignoli	18873
Soo Yeol Lee	8331
Cristiana Voicu	6994
Guangkai Li	7517
Aapo Aapro	9528
Tovi Grossman	4539
Shumei Cui	7000
Ahmed Malki	9588
Jeffrey M. Galloway	6728
Danan Dong	14061
Humay Sh. Rzayeva	6334
Nadia Yousfi Steiner	1903
Raymond Wong	8930
Fook Hoong Choo	2831
Thanh-Trung Pham	5682
Raquel Acero	14212
Jose Antonio Lopez-Pastor	16454
Marc G. Bellemare	12478
Jerry Chun-Wei Lin	7102
Vincent Lefebvre	4854
Chao Wu 0004	7938
Yunya Wu	18670
Yugeng Xi	12837
Yiguang Hong	1244
Ramandeep Behl	1497
Frederik M. De Belie	12618
Yusuke Hirota	14502
Mingzhu Guo	19507
Yijie Wang	1895
Peter Wägemann	16958
Myungsik Yoo	10317
Igor A. Levitsky	11197
Maryam Kahali Moghaddam	949
Paul Grundy	3829
Martin Jelemenský	7874
Andrew Churchill	8091
Ingo Neumann	13050
Guangjun Zhang	19329
Jiaqi Zhang	19370
Miroslav Benco	14120
Miaowen Wen	2490
Chinyelu Philomena Udeagwu	1496
Kang Wook Lee	2460
V. L. Shivraj	75
Liang Sun 0004	5604
David Gualda	18992
Naomichi Fukushima	19680
Juan Manuel Rodriguez Bejarano	8721
Marcin Kaluza	13188
Yanqin Zhu	16829
Hanns-Erik Endres	7941
Young H. Jang	4352
Constantin Nicolae Toader	7046
Jeevamma Jacob	7117
Jaeweon Yoon	9701
Wangmeng Zuo	4421
Mahmoud Paripour	9081
Saeed Hasan Ebrahimi	1595
Weigang Zhou	2282
Zhiwen Shi	3668
T. Y. S. S. Santosh	7002
Chuan-Ke Zhang	6567
Stavros G. Domouchtsidis	10012
Farhan Riaz	14221
Jinwei He	1060
Yukihiro Shintani	11391
Yanhe Liu	8480
Huaicheng Yan	13549
Yunfan Du	19844
Sang-Woon Jeon	6332
Yashkumar B. Joshi	486
Milton Sérgio Fernandes de Lima	11726
Jörg Müller 0001	480
Yulan Wang	3332
Qiben Zheng	3553
Joseph Seering	15331
Siri Guleng	346
R. Raja	13035
Bo-Min Seo	1965
Ming-Ting Sun	10030
Vishakh Iyer	5903
Hsin-Liu Cindy Kao	19063
Stefan Heldmann	3518
Peter Schneider	9168
Ethungshan Shitiri	16572
Dapeng Zhang	1256
Xiaohui Sun	2442
Vittorio Degli-Esposti	4681
Alexandros A. Stavdas	4259
Thomas Rapps	19182
Piotr Grabiec	12312
Ankang Ju	1768
Payel Ganguly	4087
César Y. Kiyono	19499
Yi Qian	5046
Higinio Rubio	14232
Joyce Rice	663
Fatimah Ahamad	12742
Philip A. Catherwood	15621
Manik Lal Das	13388
Alan L. Yuille	7480
Livia Marcellino	19318
A. N. Adilkhanov	183
Sudhir Kumar	1512
Jalal Abedi	16064
Edward R. Dougherty	828
Areej Mukhtar	4077
Franz Vock	7813
Bei Wu	17243
Marco Encina	18752
Ke Wang	11968
Taeho Hong	5009
Wen-Jing Hsu	8003
Gang Huang	15540
Benjamin Frisch	4336
Watsawee Sansrimahachai	4970
Frantisek Durovsky	2929
Ahti Jaatinen-Varri	1321
Rami Belkaroui	3703
Jie Chen	18704
Jasmin Aghassi-Hagmann	18728
Zhenlai Han	9569
Guilherme Fião	17097
Joan Navarro	5382
Jamie Murphy	15015
Ali Hussein Al-Marshadi	7258
Wen-Wei Chang	16650
Harm M. Bartholomeus	12494
Kelly Holden	1835
Hajime Katsumoto	18602
Daniel Tunc McGuiness	4518
Stefano Gualeni	12813
Stefano Serra Capizzano	9677
Soo Chung	16132
Yanhai Li	2482
Taeho Jung	13555
Zhenxiang Yi	4462
Peter Schoo	6163
Victor Levi	9035
Edilson de Aguiar	10372
Guang Chen	7752
Neil Smyth	2723
Zhen Wang 0003	5679
Genki Terashi	16713
Bhuvaneswari Sarupuri	205
Davies William de Lima Monteiro	8273
Tony M. Yen	9610
Guifu Zhang	1312
Zhenyu Zhou	586
Naoya Koizumi	17609
Ingrid Pettersson	6149
Accursio Venezia	12713
Christian Theobalt	17138
Xuebin Chen	7957
Andrea Fossati	7878
Jun Zhu	12973
Mengyin Fu	4172
Saibo Xing	9136
Artur Kurnyta	8702
Fumiya Kitayama	12207
Ifeoma U. Ohaeri	552
Vineeta Agarwal	3336
Dajin Wang	15204
Dae Sik Choi	15430
Xuena Zhang	4925
Zijie Qi	5894
Jing Zhu	16047
Pere Andrada	16340
Jouni Jussila	17461
Gonzalo Safont	13549
Milan Darijevic	17957
Daniel Milanese	12601
Saulo Castro	7622
Michel Dhome	15249
Zhipeng Lv	13205
Li Gao	18861
Byung Jin Cho	17625
Zhuoxuan Shen	2041
Eung-Don Lee	6875
Srinivasan Narayanamurthy	7967
Kihyun Park	12473
Elif Segah Oztas	4510
Rebecca Pohlner	3905
Yunfei Chen	12196
Yongwha Chung	10559
A. Sathish Kumar	1492
Jakub Cegan	19119
Michelle Sergent	722
Sung Yi	15678
Abdullah Abusorrah	19241
Morten Fjeld	2323
Amitava Chakraborty	12840
Yusuke Oike	5221
Kenichi Yamazaki	7713
Lydia López Manzanares	10660
Sendren Sheng-Dong Xu	8081
Ioannis Krikidis	8703
Rachad Atat	14870
Dominique Ginhac	6445
Steen J. Hsu	13425
James Nash	17790
Jae-Young Lee	930
Abhishek Roy	2870
Yanan You	15175
Zhixin Liu	11394
Jiri Petrzela	9620
Bettina Abendroth	12711
Tess Reynolds	9339
Luca Daniel	11670
Mitsunori Kirihata	7251
Ning Jia	12844
Chunhai Kou	5412
Rosely Karel	1900
Déborah Alexandra Foloppe	13051
Erhan Deniz	9656
Jianwu Dou	14430
Noor Kamal Al-Qazzaz	242
Yu-Min Lee	6076
Kshitij Lele	12827
Muhammad Imran Khan 0005	1846
Rick M. Thomas	17552
Congxu Ma	4054
Oliver Basting	8492
Gaolin Wu	16379
Qikui Du	16082
Javier Rodriguez Garcia	4360
Fei Chen 0010	6778
Nahed A. Mohamady	17742
Md. Waseem Ahmad	1191
Guowei Shi	18940
L. J. Qiu	9397
Dong-Ho Lee	5327
Mustafa Yavuz	16771
Siddharth S. Kulkarni	19421
Fang Duan	7674
Philippe Helluy	9682
Nurul Nisa Omar	11666
Matthew Armstrong	16169
Dinh-Thuan Do	10396
Te Han	9788
Ye Yan	15610
Zhiling Wang	3735
Frank Marken	3818
Jung-Sang Ahn	9853
Ningfang Mi	13422
Christian Plappert	18851
Haydar Akça	11947
Iis P. Tussyadiah	11020
Hao Tian 0004	3094
Itaru Kitahara	327
Kang Gao	5353
Dale J. Steven	15426
Kyi Pyar Zaw	15776
Lei Pan	5175
Marzia Zaman	3643
Atulya K. Nagar	7723
Ying He	15558
Haozhe Liu	4304
Nobuyuki Hattori	13899
Shengbao Wang	15912
Hongru Tang	18361
Guochun Ren	1530
Mingxiao Li	13660
Ming Tao	8164
Makiko Kouchi	10962
Luis Díez	4369
Hailin Zhang 0002	6978
Gil De Sousa	9542
Lingfeng Niu	14814
Hao Lee	5922
Jitka Kopecká	10908
Hani Fikry Ragai	1919
Thomas Schaberreiter	7350
Zelong Zhang	11284
Xiaochuan Yin	3933
Yousif Al-Dunainawi	18942
Joan Bartrina-Rapesta	3583
Hsiao-Hsi Wang	18133
Alexander A. Zlotnik	10021
Jingmin Yin	5660
Yao Du	5995
Yanya Ruan	13701
Lauren D. Field	11059
Andreas Dippon	19393
Samuel Graham	3603
Fuyong Lin	3596
Gerald Quirchmayr	842
Arshia Rehman	9057
Henrich Christopher Pöhls	5971
Alberto Tenconi	903
Siân E. Lindley	19583
Baohua Nie	7365
Francesco Mani	7890
Jiawei Huang	10713
Nuwan Balasuriya	19605
Shaohua Niu	9220
Tatsuki Tahara	18626
Nadia Ait-Ahmed	987
Qi Zhang 0007	1777
Zhiqiang Dai	12179
Peng Li 0007	16741
Carlos Eric Galván-Tejada	2477
Eugene Visotsky	6386
Ke Cheng	17506
Henrique Taunay	7132
Iskander Usenov	1333
Tatiana Suarez	9188
Ece Neslihan Aybeke	8830
Péter Szolgay	13837
Aolei Yang	14910
Chun-Hao Huang	11197
Yves Le Traon	5110
Hayate Yamano	654
Li-Ming Cai	13421
Muhammad Farooq	16253
Feifei Bu	5023
Christos M. Mathas	6580
Chen Ma	6768
Xian Sun	16943
Zuping Qian	2556
Sonal Baghel	17505
Alexander Braylan	17198
Yunwu Zhang	18393
Daniel Saakes	3009
Matthieu Sozeau	2336
Arnur G. Tokhtabayev	7052
Chris Machin	9766
Manuel de Jesús Nandayapa Alfaro	19926
Mohammad Hammoud	11073
Kai Lin	1733
Tianyou Chai	8558
Tessai Hayama	1727
Takuya Kato	7308
Chao Shen 0003	6403
Arne Wahrburg	3185
Prayoot Akkaraekthalin	9232
Per H. Lehne	14463
Atif Alamri	10787
Shitang He	16833
Sachin S. Sapatnekar	8590
Usman Arif	1879
Yuan-Yao Shih	18417
Shu-Gen Ma	10729
Chongyuan Sun	6888
Sio-Hang Pun	3749
Srinivas Ananth Narayan	9110
Aristides Docoslis	9333
Ngac Ky Nguyen	17477
Saeid Khosravani	18330
Tomoyuki Mukasa	18746
Maria Koutsoupidou	579
Kenichi Ohara	18455
Richard R. Maiti	2042
Sanjeev Jain	12326
Gusseppe Bravo Rocca	2672
Chaleerat Thamrongchote	15892
Rami G. Melhem	9091
Jesus Aguayo-Alquicira	1107
Rahman Ali	16680
Seonghwan Kim	2550
Joohee Kim	1958
Mathias Fischer 0001	10868
Adam Kosík	17834
Elina Michopoulou	210
Ido Aharon Iurgel	10093
Alan Hayes	11383
Ella M. Atkins	5883
Hong Ren	15169
Ming Chiang Chen	16703
Jiahui Qu	12214
Nima Ghanbari	11168
Tselil Schramm	3238
Shafique Akbare	18016
Yanling Shi	2362
Joel Mandebi Mbongue	9538
José Javier Anaya	19923
Umar Albalawi	17042
João Carneiro	18054
Qiang Gao	10647
Jean-Philippe Couderc	3037
Vincent Lemaire	13893
Doris Cáliz	19762
Ralf Toenjes	3611
Mihai T. Lazarescu	15051
S. M. Ahsan Kazmi	19091
Cristian J. Luciano	865
Jun Zhao	2125
Yangmao Wen	6551
Wolfgang Knoll	17402
Tingwei Cui	1490
Manuel G. Melero	10691
Takayuki Sugiura	1952
Esad Kadusic	11997
Dongke Wang	14781
Rakesh Srirambhatla	4190
Susana Cardoso	3399
Masanori Fukui	3113
Reza Khanbilvardi	9444
Kort Bremer	15933
Klaus Denker	6467
Deepu Mohan	17337
Lixin Song	12450
Ming Kong	15138
Samira Tavakoli	19796
Bo Liu 0003	14359
Pierre Peloso	4862
Patrick West	6761
Malavika Vasudevan	15633
Kimberley S. van Schooten	13133
Alexander C. Berg	17149
Swagato Chakraborty	11119
Abdullah Alzahrani	9589
Venkat Tadakamalla	10827
Sophie Chabridon	1862
Søren Juhl Andreasen	1017
Francisco Serradilla	12631
Haizhi Yang	14383
Vitezslav Stranak	8142
Md. Zahurul Islam	16252
Mohammad Mehedi Hassan	17746
Ole Grøndalen	11354
Gernot Riegler	8990
Abigail Sellen	5655
Greg Flato	4728
Federico Branca-Roncati	1617
Zetao Chen	4863
Richard D. Green	5791
Alice Thudt	14903
Qishan Li	18228
Shusen Yang	8026
Jean-Loup Guillaume	12048
Fernando-Juan García-Diego	4571
Suqin Xu	16754
Indira Thouvenin	9728
Satoshi Miyata	11371
Mirko Haustein	5499
Yongsheng Cheng	8724
Xusheng Lei	16066
Yongkoo Han	84
Janusz Kolbusz	10376
Krzysztof Marciniak	1299
Zhaowei Chen	5446
G. Emayavaramban	9706
Leo Miyashita	10837
Luis Torrijos Morán	7393
Kee-Khuan Yu	9265
Pagavathigounder Balasubramaniam	12068
Rajaram Tukaram Ugale	15328
Francisco Javier Quiles-Latorre	11894
Ren Suzuki	17112
Régulo López-Callejas	2435
Radhwan M. Abduallah	19025
Dario Zappa	4310
Saliha Loumi	19255
Mduduzi C. Hlophe	2734
Sasanka Roy	14247
Nils Jäger	5063
Jithin J	4171
Hayate Takase	2226
Sebastian Kibler	7047
Jacob Rafati	15076
James M. Chappell	12933
Michel Jamot	19135
Yuanyang You	8905
Javier Pérez Turiel	10473
Hsiao-feng Francis Lu	7
Pascal Lessel	1319
Xiaowang Chen	12059
Wei Han 0007	5859
Luis M. A. Caseiro	19869
Wheeler Ruml	14542
Shuaihua Ma	6886
Sixiong You	6773
Muhammad Imran Khalid	7241
Xiaocong Li	8097
Pruet Boonma	16856
Huaqing Min	8847
Xiaohui Qi	19843
Josep Vehí	4140
Georgios Th. Papadopoulos	1861
C. K. Bruce Wan	6271
Yukiko Sato	9668
Ruifeng Ding	2963
Ricardo R. Garcia	8187
Joseph Muvara	17948
Gonzalo de Miguel Vela	4316
Gaber Magdy	17530
Ensaf Mohammed AL-Khalqi	16947
Sudipta Chattopadhyay	7140
Olga Kieselmann	14016
Liang Deng	14474
Lipo Wang	12460
Zhuwei Qin	1078
Gavin Rens	18597
Christos H. Papadimitriou	1803
Zhongjie Wang	6782
Zicheng Zhang	3927
Janet van der Linden	13220
Almudena Espinosa	511
Dylan M. McKay	844
Eloise G. Zimbelman	7219
ChinLun Lai	18588
Min Lei	6311
José M. Barat	9663
Hoach The Nguyen	73
Zitong Zhou	1315
Matthew Battey	15459
Julie DiNitto	17700
Yipin Zhang	5394
Manuel J. Marín-Jiménez	8449
Shu-Yu Kuo	1914
John Hart	3469
Salim Ibrir	10637
Antonio Barreiro	14272
Narcís Parés	17417
Alberto Borboni	16101
Hejiao Huang	7018
Hyun-Chul Park	1632
Colin Yao	2389
Shehab Ahmed	4995
Doga Çorlu	8436
Zhisheng Wu	10796
Armed Tusha	8896
Jonathan M. Roberts	9918
Wuwei Chen	16144
Venera Nurmanova	16676
Maurizio Giugni	3248
Daniel Sundmark	8384
Min-Chi Kao	17784
Frank Windrich	10622
Tor Stålhane	13074
David Andrew Bradley	7061
Tim G. J. de Meij	13953
Siti Hajar Othman	11775
Jia Tian	6134
Guo-Quan Lu	12076
Junichi Shimamura	300
Wenwen He	1135
Ateeq Ur Rehman	1205
Liyang Pan	5858
Mohammed Al-Habib	3671
Andrea Guidi	4558
Makoto Iwasaki	15306
Fudong Li	15309
Ziyi Chen	17118
Xiaoxia Xing	14798
Nipun Wijerathne	19022
Pawel Morawiecki	19704
Hebo Gong	861
Jian Lou	5261
Minghui Bao	5714
Daniel A. Friedrichs	7019
Petko D. Proinov	946
Tatsuo Suemasu	10862
Kamel Mohamed Faraoun	6360
A. I. Velasco	6820
Annette Birkhold	8751
Hugues Lortat-Jacob	10255
Jie Zhang 0034	16153
Ignacio Pastor	518
Hanqing Lu	3697
Yiyan Wu	113
Ahsaas Bajaj	19087
Tony Nowatzki	4733
Nof Abuzainab	9657
Ahlem Mifdaoui	10659
Olivera Kotevska	17755
Yi-Fei Pu	14642
Yuwen Hu	5173
Katharina Burger	3681
Dongxin Jin	17306
Dawid Bula	9264
Yan-Rui Li	12725
Weichen Liu	9247
Tianqu Hao	13902
Keliang Zhou	18214
Yvon Savaria	2528
Chengyang Wang	14994
Shahnewaz Ul Islam Chowdhury	4595
Serge G. Petiton	14872
Iacopo Galli	16348
Matthew V. Law	9796
Seung Hwan Won	13722
Fangbo Qin	8587
Daniela Cardone	12438
B. B. Gupta	12179
Jiangchuan Chen	15464
Paolo Bocchini	16214
Abubakar Bala	17658
Lifei Bai	14182
P. Susthitha Menon	1663
Qiu-Ming Luo	4370
Adi R. Bulsara	11985
Alberto L. Barriuso	16418
Aixia Han	8638
P. Pat Banerjee	11709
Asmaa Abdelrehim Selim Ibrahim	8747
Mohamed Sharaf	11
Xuechen Zhao	1695
Josh Andres	3127
Ben Blamey	1193
Syed Faraz Hasan	8285
Fang Fang 0004	15715
Dorottya Papp	16980
Herman Alexander Jaeger	11319
Murali Baggu	15171
Hui Guo	5865
Maria Dems	6164
Yutang Dai	439
Grigory Evropeytsev	866
Mónica Segovia-Pérez	10893
Shin-Myung Jung	3194
Yu-Xian Chen	13558
Pat Helland	11736
Weihua Lai	18549
Dewei Xu	12108
Nilesh R. Lohote	12004
Paria Assari	977
José M. Troya	8220
Lukas Klodt	2163
Haojie Huang	15333
Andrew Ennis	19319
Shun-ichi Azuma	9096
Eric Navarrete	4039
Sanjay Kumar Khattri	13049
Sumit Goswami	340
Chris R. Jesshope	3888
Charilaos Papadopoulos	10682
Mohamed Hassanin	2528
Sachin Malik	13190
Khaled Elleithy	14718
Seyed Sadegh Mohseni Salehi	14378
Mohamed Boutaayamou	6218
John M. Cioffi	11196
Narine Manukyan	18306
Xinyi Zhou	10017
Pierrick Letort	16927
Melina Freitag	17844
Hyuk-Jin Yoon	17677
Anup Aprem	18847
Aaron M. Dollar	19149
Marisol García-Valls	2397
David Martín Sánchez	2869
Mario Bermudez	11092
Markus H. Gross	8885
Zijing Li	9099
Yawei Yu	3850
Ma. Beth S. Concepcion	4806
Yaohua Li	19754
Brett Paull	10106
Filippo Cugini	3708
Xinwen Chen	11793
Rodrigo da Rosa Righi	6389
Gheorghe-Daniel Andreescu	16152
Yakov L. Familiant	8067
Ting Fang	16563
José J. Oliveira	9191
Yiling Yang	3892
John Sören Pettersson	12144
Shaopeng Wang	19124
Jun Ai	17360
John L. Holdsworth	4431
Luis A. da Silva Cruz	9685
Andrew G. Mayes	11483
Jian Yang 0020	7027
Manyun Qian	6493
Young-Jin Cha	10576
Weiwei Zhuang	18101
Yoshikazu Hayakawa	3761
Keiichi Horio	10662
Chris Bahnsen	18994
Xuqiong Luo	7948
Alexandra Mihaita	955
Mohamed Trabelsi	781
Jordi de la Hoz	17850
Zbigniew Hajduk	10539
Sakshi Popli	1857
Michael J. Walsh 0001	1926
Enrico Santi	10258
Weirong Nie	17260
Han-Yu Lin	300
Mehran Yazdi	9442
Jing Yang	3172
Duo Wai-Chi Wong	13187
Nadeem Jamali	7422
Salu Ylirisku	3093
Ivo Bizon Franco de Almeida	8687
Houbing Song	1452
Sanford R. Simon	1871
P. Goldsmith	6821
Jinwook Choi	16121
Zhongbao Zhang	5092
Hiroshi Uchida	18507
Faisal Hussain	993
Emily Zamora	16322
Sébastien Chalmé	10410
Chen Chen 0001	16376
Georg Umlauf	10922
Y. Lu	16344
Zhifang Li	19816
YounSun Kim	8675
Damien Patrick Williams	7627
Mohamed Lamine Hafiane	1892
Daoyun Hu	9542
Siva Karteek Bolisetti	2143
Jesse Weaver	4121
Ferdinando Febbraio	8662
Marion Berbineau	11409
Abdel Ghani Karkar	17843
Vinodhini R.	13451
Kuang-Wei Lin	6406
Peng Liu 0023	13826
Cuilin Kuang	11147
Toshiro Hiramoto	1488
Furong Li	960
Amresh Kumar Singh	13152
Tarig Ballal	6345
Pierre Grussenmeyer	3273
Ajit Narwal	16639
Jin-Fu Liu	2554
Yuya Oda	8771
Jing Yuan 0004	12269
John Oliver	6573
Ilan Aharon	1582
Lingling Xu	12691
Sabrina Afrin	19622
Antonio Barreiro	17646
Dmitry B. Goldgof	3109
Maria-Gabriella Di Benedetto	1755
Imene Melki	3523
Muhammad Asfand-e-yar	17717
Fuma Kizu	6732
Taoufik Bouguera	13141
Yan Jin	18585
Luis Manuel Barrera	13547
Donald Grahame Holmes	4015
Dong-ni Pan	18462
Jo Vermeulen	19050
David A. Robb	3874
Yongchun Zuo	6676
Kensuke Sasaki	11838
Zhigang Hu	6244
Hanyun Shen	18230
Saptarshi Basak	13423
Xiaoyan Wang 0003	16537
Kazushi Okamoto	18205
Jong-Bok Baek	17252
Francisco L. Sanchez-Sardana	9929
Javaan S. Chahl	8897
Joachim Holboll	14053
Roberto Aceiton	8401
Chaleerat Thamrongchote	15877
Sanja Rapajic	18856
David K. McGookin	17547
Bernhard E. Riecke	9637
Shuilong Dong	19877
Licinio Roque	19367
Benito Carotenuto	10315
Kevin Stanley Bielawski	11137
Sebastian Schwarz	642
Radu-Emil Precup	5742
Soumaya Cherkaoui	2253
Zhichao Luo	1296
Zhu Chen	3953
Hye-Jin Kim 0002	9503
Jesús Elías Miranda-Vega	10350
Julien Provost	7471
Madhu Sudan Kumar	18557
Trinh Thi Doan Pham	13697
Mehul Shah	12639
Hyunwoo Yu	19643
Li-Sheng Yang	2279
Wenbin Cai	617
Shannon Quinn	1170
Lukas Stamm	5473
Yi Fang 0005	5897
Haoqian Huang	15055
Teresa Emery	15399
Dae Whan Kim	19107
Wenlong Yuan	15884
Geraldine Guerri	28
Lichen Gu	6268
Daniel Peroni	15339
Lorenzo Rossi 0004	15096
Mark F. Roth	16172
Thomas Gervais	13744
Weibin Guo	13026
António P. Martins	2129
Sanjay Kumar Bose	13461
Minh N. Do	12982
Safa Bousbih	3171
Emad S. Abouel Nasr	4873
Siyuan Zhang	13749
Alessandro Carcangiu	14526
Richard Tremblay	18360
Karla Anhel Camarillo-Gómez	15044
Xiang-Yu Sun	4310
Fátima Fernández	18011
Fukun Bi	11177
Chi Jung Kim	3827
Namje Park	2708
Sajid Nazir	611
Omar M. Ramahi	2477
Jere Kolehmainen	11024
Daniel Guija	13721
Lijuan Sun	964
Nicholas D. Potter	5891
Flynn Wolf	6486
Cheng-Ying Yang	3797
Wassim M. Haddad	8411
Jun Guo 0001	2231
Jingqiang Lin	15850
Yun Zhu	4629
Yu Hong	13308
Qun-tao An	5442
Yingshuang Wu	1800
María Inés Valla	16358
Anastasia Ailamaki	18693
Abdelrahman Aldik	19378
Young Ho Park 0003	19735
Saro Lee	18695
K. Kumar	10219
Ling-Lu Chen	16613
Li Guo 0004	13831
Naoki Masuyama	17970
Li Fu	17428
Zibao Lu	2744
Rafael Vidal Aroca	10192
John Keane	10503
Carlos M. Lentisco	9014
Erik Waingarten	1640
Yasuhiro Fukuoka	7767
J. H. Feng	11760
Antonio Colella	17218
Varad Deshpande	3147
Jean-Marc Biannic	19610
Akira Hafuka	521
Jen Liu	3763
Oliver Burghard	15694
Uma Kannan	16023
Sukriti Bhattacharya	15732
András Szenes	8372
Mengru Xue	16059
Ahmad Khattab	14269
Elias Yaacoub	9905
Zahid Khan	5400
Kazuhito Ohmaki	5409
William Cheng-Chung Chu	8241
Viola Merkel	11282
Davide Sartori	17688
María Karen Cortés Verdín	13247
Mariam Abushammala	16242
Sujit S. Sahoo	12367
Moritz Diehl	7389
Gang Ou	5193
C. Lindsay Anderson	18211
Wooi Boon Goh	1380
Eugene Y. Vasserman	7597
Moayad Aloqaily	4240
Robert D. Lorenz	7270
Loe M. G. Feijs	10459
Sameir Deif	16696
Jianfeng Mao	14111
Taejoon Kim	17277
Alessandro Biason	18239
Islam El Madahh	222
Peter W. H. van der Putten	8421
Chris Todd	11454
William F. X. E. Misa	10442
Ohyun Jo	12852
Loraine Clarke	13057
Chen-Shu Wang	2843
Chi Huang	17890
Babu Kaji Baniya	10488
Dhaval Solanki	7202
Damien Stucki	10832
Elizaveta Liivik	9604
Daisuke Katagawa	5560
Roberto Casas	17181
Ilaria Palchetti	6676
Kunal Chakraborty	12533
Tarlochan S. Sidhu	5531
Darshika G. Perera	16267
BaoKang Wang	3253
Lindsay Reynolds	13632
Meiyan Zhang	6530
Evan A. Suma	4408
Remo Ziegler	5005
Mehdi Najib	10246
Xiumei Shen	5287
José Felipe Souza de Almeida	9049
Judit Barroso	1940
Shunsuke Nemoto	18237
Debasish Ghose	8405
Shujuan Lü	2970
Olav N. Østerbø	5095
Marco Pedersoli	12963
Valentina Zega	18545
Mehdi Ghasemi	17588
Mahmoud Fekri	14795
Preethy Varma	4786
Lei Guo 0003	13203
Gregor Langner	1524
Sabarish V. Babu	5100
Kazuo Takahata	5671
Junpei Hitomi	19050
Ou Bai	2390
Rahul Malhotra	4484
José Andrés Asensio	3123
Wan Baihaqi Wan Ab Rahman	13628
Michael S. Gashler	15007
Amr M. Youssef	14
Fei Zhao	3629
Weiping Wang	1061
Abderrahmane Lakas	3257
Lu Bai	3688
Shahab Nejad	16226
Xianming Liu	2032
Yanping Jia	6837
J. Snyders	13861
Pengxiang Li	3241
Kou-Hua Chen	10119
Fan Gao	10468
Jung Hoon Kim	18091
Glenn Healey	11117
Baohua Nie	7594
Hyung Seok Kim	6809
Yangjie Cao	10295
Yi Du	8726
Maximilian Baust	14589
David He	10479
Riwal Lefort	15595
